"category","severity","id","name","details"
"missing_length_km","medium","193","Варовитец","trail_details.length_km is missing"
"missing_length_km","medium","194","Велека","trail_details.length_km is missing"
"missing_length_km","medium","195","Видимско пръскало","trail_details.length_km is missing"
"missing_length_km","medium","196","Вкаменената сватба","trail_details.length_km is missing"
"missing_length_km","medium","197","Врабча","trail_details.length_km is missing"
"missing_length_km","medium","198","Вратцата","trail_details.length_km is missing"
"missing_length_km","medium","199","Врелото","trail_details.length_km is missing"
"missing_length_km","medium","2","Екопътека ""Етър-Соколски манастир""","trail_details.length_km is missing"
"missing_length_km","medium","20","Екопътека ""Мелник - Роженски манастир""","trail_details.length_km is missing"
"missing_length_km","medium","200","Вълчи камък","trail_details.length_km is missing"
"missing_length_km","medium","201","Геопарк Искър-Панега","trail_details.length_km is missing"
"missing_length_km","medium","202","Гложенски манастир","trail_details.length_km is missing"
"missing_length_km","medium","203","Голяма Сюткя","trail_details.length_km is missing"
"missing_length_km","medium","204","Горица","trail_details.length_km is missing"
"missing_length_km","medium","205","Горна земя","trail_details.length_km is missing"
"missing_length_km","medium","206","Градище","trail_details.length_km is missing"
"missing_length_km","medium","207","Граматиково","trail_details.length_km is missing"
"missing_length_km","medium","208","Двете реки","trail_details.length_km is missing"
"missing_length_km","medium","209","Деветашка пещера","trail_details.length_km is missing"
"missing_length_km","medium","21","Екопътека ""Пътеката на дивата коза""","trail_details.length_km is missing"
"missing_length_km","medium","210","Дерменка","trail_details.length_km is missing"
"missing_length_km","medium","211","Долмените","trail_details.length_km is missing"
"missing_length_km","medium","212","Доспат","trail_details.length_km is missing"
"missing_length_km","medium","213","Драгоманско блато","trail_details.length_km is missing"
"missing_length_km","medium","214","Дуранкулак","trail_details.length_km is missing"
"missing_length_km","medium","215","Дървото на живота","trail_details.length_km is missing"
"missing_length_km","medium","216","Дяволски мост","trail_details.length_km is missing"
"missing_length_km","medium","217","Дяволското гърло","trail_details.length_km is missing"
"missing_length_km","medium","223","Екопътека ""Стражка могила""","trail_details.length_km is missing"
"missing_length_km","medium","226","Енина","trail_details.length_km is missing"
"missing_length_km","medium","227","Етрополски водопад","trail_details.length_km is missing"
"missing_length_km","medium","228","Жеравна","trail_details.length_km is missing"
"missing_length_km","medium","229","Златна Панега","trail_details.length_km is missing"
"missing_length_km","medium","23","Екопътека ""Тай3ните на водата"" и водопад ""Срамежливеца""","trail_details.length_km is missing"
"missing_length_km","medium","230","Златни пясъци","trail_details.length_km is missing"
"missing_length_km","medium","231","Златните мостове","trail_details.length_km is missing"
"missing_length_km","medium","232","Златолист","trail_details.length_km is missing"
"missing_length_km","medium","233","Ивановски скални църкви","trail_details.length_km is missing"
"missing_length_km","medium","234","Изворите на Младежка","trail_details.length_km is missing"
"missing_length_km","medium","235","Изворите на река Въча","trail_details.length_km is missing"
"missing_length_km","medium","236","Индипаска","trail_details.length_km is missing"
"missing_length_km","medium","237","Искър-Панега","trail_details.length_km is missing"
"missing_length_km","medium","238","Кадемлийско пръскало","trail_details.length_km is missing"
"missing_length_km","medium","239","Казанджи дере","trail_details.length_km is missing"
"missing_length_km","medium","24","Скално образование ""Камината"" – Бов","trail_details.length_km is missing"
"missing_length_km","medium","240","Калиакра","trail_details.length_km is missing"
"missing_length_km","medium","241","Каменни гъби","trail_details.length_km is missing"
"missing_length_km","medium","242","Камчийски пясъци","trail_details.length_km is missing"
"missing_length_km","medium","243","Камчия","trail_details.length_km is missing"
"missing_length_km","medium","244","Каньона на водопадите","trail_details.length_km is missing"
"missing_length_km","medium","245","Каньонът на река Герзовица","trail_details.length_km is missing"
"missing_length_km","medium","247","Караджов камък","trail_details.length_km is missing"
"missing_length_km","medium","248","Карандила","trail_details.length_km is missing"
"missing_length_km","medium","249","Картала","trail_details.length_km is missing"
"missing_length_km","medium","250","Кечика Кая","trail_details.length_km is missing"
"missing_length_km","medium","251","Кикиш","trail_details.length_km is missing"
"missing_length_km","medium","252","Кирилова поляна","trail_details.length_km is missing"
"missing_length_km","medium","253","Киселчово","trail_details.length_km is missing"
"missing_length_km","medium","254","Княжевска пътека","trail_details.length_km is missing"
"missing_length_km","medium","255","Кобилино бранище","trail_details.length_km is missing"
"missing_length_km","medium","256","Кожух планина","trail_details.length_km is missing"
"missing_length_km","medium","257","Козя стена","trail_details.length_km is missing"
"missing_length_km","medium","258","Комините","trail_details.length_km is missing"
"missing_length_km","medium","259","Копитото – Момина скала","trail_details.length_km is missing"
"missing_length_km","medium","260","Копрен","trail_details.length_km is missing"
"missing_length_km","medium","261","Кости","trail_details.length_km is missing"
"missing_length_km","medium","262","Костина","trail_details.length_km is missing"
"missing_length_km","medium","263","Котел","trail_details.length_km is missing"
"missing_length_km","medium","264","Крушунски водопади","trail_details.length_km is missing"
"missing_length_km","medium","265","Кръстова гора","trail_details.length_km is missing"
"missing_length_km","medium","266","Кървавата скала","trail_details.length_km is missing"
"missing_length_km","medium","267","Лакатнишки скали","trail_details.length_km is missing"
"missing_length_km","medium","268","Леденика","trail_details.length_km is missing"
"missing_length_km","medium","269","Лешнишки водопад","trail_details.length_km is missing"
"missing_length_km","medium","270","Лисиците","trail_details.length_km is missing"
"missing_length_km","medium","271","Лозенски манастир","trail_details.length_km is missing"
"missing_length_km","medium","272","Ломски каньон","trail_details.length_km is missing"
"missing_length_km","medium","273","Лъвската глава","trail_details.length_km is missing"
"missing_length_km","medium","274","Мадарски конник","trail_details.length_km is missing"
"missing_length_km","medium","275","Мазалат","trail_details.length_km is missing"
"missing_length_km","medium","276","Малко Търново","trail_details.length_km is missing"
"missing_length_km","medium","277","Мальовица","trail_details.length_km is missing"
"missing_length_km","medium","278","Марциганица","trail_details.length_km is missing"
"missing_length_km","medium","279","Маслен нос","trail_details.length_km is missing"
"missing_length_km","medium","280","Меандри на Арда","trail_details.length_km is missing"
"missing_length_km","medium","281","Меаните","trail_details.length_km is missing"
"missing_length_km","medium","282","Медвен","trail_details.length_km is missing"
"missing_length_km","medium","283","Мелнишки пирамиди","trail_details.length_km is missing"
"missing_length_km","medium","284","Мечи стъпки","trail_details.length_km is missing"
"missing_length_km","medium","285","Минерални бани","trail_details.length_km is missing"
"missing_length_km","medium","286","Мишкова нива","trail_details.length_km is missing"
"missing_length_km","medium","287","Момчил юнак","trail_details.length_km is missing"
"missing_length_km","medium","288","Момчилова крепост","trail_details.length_km is missing"
"missing_length_km","medium","289","Невястата","trail_details.length_km is missing"
"missing_length_km","medium","290","Обесен камък","trail_details.length_km is missing"
"missing_length_km","medium","291","Окопна манастир","trail_details.length_km is missing"
"missing_length_km","medium","292","Ореляк","trail_details.length_km is missing"
"missing_length_km","medium","293","Орлови скали","trail_details.length_km is missing"
"missing_length_km","medium","294","Орлово око","trail_details.length_km is missing"
"missing_length_km","medium","295","Парилско седло","trail_details.length_km is missing"
"missing_length_km","medium","296","Пеещи скали","trail_details.length_km is missing"
"missing_length_km","medium","297","Перперикон","trail_details.length_km is missing"
"missing_length_km","medium","298","Петрова нива","trail_details.length_km is missing"
"missing_length_km","medium","299","Пещера Песнопой","trail_details.length_km is missing"
"missing_length_km","medium","3","Екопътека ""Збегове"" – Белоградчик","trail_details.length_km is missing"
"missing_length_km","medium","30","Дивите кактуси на Синеморец","trail_details.length_km is missing"
"missing_length_km","medium","300","Поглед към девет планини","trail_details.length_km is missing"
"missing_length_km","medium","301","Пода","trail_details.length_km is missing"
"missing_length_km","medium","302","Поломие","trail_details.length_km is missing"
"missing_length_km","medium","303","Поляната","trail_details.length_km is missing"
"missing_length_km","medium","304","Поморие","trail_details.length_km is missing"
"missing_length_km","medium","305","Понтийски път","trail_details.length_km is missing"
"missing_length_km","medium","306","Попови ливади","trail_details.length_km is missing"
"missing_length_km","medium","307","Правешка екопътека","trail_details.length_km is missing"
"missing_length_km","medium","308","Пътека","trail_details.length_km is missing"
"missing_length_km","medium","309","Райското пръскало","trail_details.length_km is missing"
"missing_length_km","medium","310","Резово","trail_details.length_km is missing"
"missing_length_km","medium","311","Рибарица","trail_details.length_km is missing"
"missing_length_km","medium","312","Рибни езера","trail_details.length_km is missing"
"missing_length_km","medium","313","Рилски манастир","trail_details.length_km is missing"
"missing_length_km","medium","314","Ритлите","trail_details.length_km is missing"
"missing_length_km","medium","315","Роженски манастир","trail_details.length_km is missing"
"missing_length_km","medium","316","Ропотамо","trail_details.length_km is missing"
"missing_length_km","medium","317","Рупите","trail_details.length_km is missing"
"missing_length_km","medium","318","Русалка","trail_details.length_km is missing"
"missing_length_km","medium","319","Самуилова крепост","trail_details.length_km is missing"
"missing_length_km","medium","320","Сандански","trail_details.length_km is missing"
"missing_length_km","medium","321","Света Петка","trail_details.length_km is missing"
"missing_length_km","medium","322","Светлина","trail_details.length_km is missing"
"missing_length_km","medium","323","Седемте рилски езера","trail_details.length_km is missing"
"missing_length_km","medium","324","Силистар","trail_details.length_km is missing"
"missing_length_km","medium","325","Симеоновски езера","trail_details.length_km is missing"
"missing_length_km","medium","326","Сините камъни","trail_details.length_km is missing"
"missing_length_km","medium","327","Синия вир","trail_details.length_km is missing"
"missing_length_km","medium","328","Скакавица","trail_details.length_km is missing"
"missing_length_km","medium","329","Скакля","trail_details.length_km is missing"
"missing_length_km","medium","330","Скални манастири","trail_details.length_km is missing"
"missing_length_km","medium","331","Скални църкви","trail_details.length_km is missing"
"missing_length_km","medium","332","Славянка","trail_details.length_km is missing"
"missing_length_km","medium","333","Соколна","trail_details.length_km is missing"
"missing_length_km","medium","334","Соколски манастир","trail_details.length_km is missing"
"missing_length_km","medium","335","Стената","trail_details.length_km is missing"
"missing_length_km","medium","336","Стобски пирамиди","trail_details.length_km is missing"
"missing_length_km","medium","337","Странджански дъб","trail_details.length_km is missing"
"missing_length_km","medium","338","Струилица – Калето – Лъката","trail_details.length_km is missing"
"missing_length_km","medium","339","Сухото езеро","trail_details.length_km is missing"
"missing_length_km","medium","340","Сърница","trail_details.length_km is missing"
"missing_length_km","medium","341","Табашката пещера","trail_details.length_km is missing"
"missing_length_km","medium","342","Татул","trail_details.length_km is missing"
"missing_length_km","medium","343","Торфено бранище","trail_details.length_km is missing"
"missing_length_km","medium","344","Трански ждрело","trail_details.length_km is missing"
"missing_length_km","medium","345","Триглав","trail_details.length_km is missing"
"missing_length_km","medium","346","Триградско ждрело","trail_details.length_km is missing"
"missing_length_km","medium","347","Трите чуки","trail_details.length_km is missing"
"missing_length_km","medium","348","Тъжа","trail_details.length_km is missing"
"missing_length_km","medium","349","Тъмната гора","trail_details.length_km is missing"
"missing_length_km","medium","35","Екопътека до Преображенския манастир","trail_details.length_km is missing"
"missing_length_km","medium","350","Узунбуджак","trail_details.length_km is missing"
"missing_length_km","medium","351","Урдини езера","trail_details.length_km is missing"
"missing_length_km","medium","352","Хайдушка песен","trail_details.length_km is missing"
"missing_length_km","medium","353","Хайдушка поляна","trail_details.length_km is missing"
"missing_length_km","medium","354","Хайдушки поляни","trail_details.length_km is missing"
"missing_length_km","medium","355","Хайдушки чуки","trail_details.length_km is missing"
"missing_length_km","medium","356","Халката","trail_details.length_km is missing"
"missing_length_km","medium","357","Царството на зелениката","trail_details.length_km is missing"
"missing_length_km","medium","358","Централен Балкан","trail_details.length_km is missing"
"missing_length_km","medium","359","Цигов чарк","trail_details.length_km is missing"
"missing_length_km","medium","36","Еменски каньон","trail_details.length_km is missing"
"missing_length_km","medium","360","Чаирски езера","trail_details.length_km is missing"
"missing_length_km","medium","361","Черепишки манастир","trail_details.length_km is missing"
"missing_length_km","medium","362","Чернелка","trail_details.length_km is missing"
"missing_length_km","medium","363","Черни връх","trail_details.length_km is missing"
"missing_length_km","medium","364","Чипровски водопад","trail_details.length_km is missing"
"missing_length_km","medium","365","Чифлик","trail_details.length_km is missing"
"missing_length_km","medium","366","Чудните мостове","trail_details.length_km is missing"
"missing_length_km","medium","367","Чуйпетлово","trail_details.length_km is missing"
"missing_length_km","medium","368","Шабла","trail_details.length_km is missing"
"missing_length_km","medium","369","Шейтан дере","trail_details.length_km is missing"
"missing_length_km","medium","370","Шипка","trail_details.length_km is missing"
"missing_length_km","medium","371","Шипково","trail_details.length_km is missing"
"missing_length_km","medium","372","Широка поляна","trail_details.length_km is missing"
"missing_length_km","medium","373","Шуменско плато","trail_details.length_km is missing"
"missing_length_km","medium","374","Юмрукчал","trail_details.length_km is missing"
"missing_length_km","medium","375","Юндола","trail_details.length_km is missing"
"missing_length_km","medium","376","Ябланица","trail_details.length_km is missing"
"missing_length_km","medium","377","Ябланишко ждрело","trail_details.length_km is missing"
"missing_length_km","medium","378","Ягодинска пещера","trail_details.length_km is missing"
"missing_length_km","medium","379","Яйлата","trail_details.length_km is missing"
"missing_length_km","medium","380","до Кирилова поляна
259. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","381","до Муратово езеро
247. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","382","до Стрелча (Минерални извори)
295. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","383","до Тевно езеро
253. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","384","до водопад Женското пръскало
277. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","385","до връх Богдан
293. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","386","до връх Вежен
289. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","387","до връх Вихрен (класически маршрут)
245. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","388","до връх Могила
214. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","389","до връх Половрак
344. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","39","Христовски водопад ""Руховци"" (екопътека)","trail_details.length_km is missing"
"missing_length_km","medium","390","до крепостта","trail_details.length_km is missing"
"missing_length_km","medium","391","до пещера","trail_details.length_km is missing"
"missing_length_km","medium","392","към в. Свобода
228. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","393","към водопад Кадемлийско пръскало
269. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","394","към х. Безводно
230. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","395","към хижа Рай (от Паниците)
283. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","396","към хижа Рибни езера
249. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","397","към хижа Синаница
241. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","398","на Дунавските рибари
326. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","399","на Рилската иглика
237. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","4","Екопътека Заслон ""Опасен зъб"" – Тетевен","trail_details.length_km is missing"
"missing_length_km","medium","40","Еко стадион Пишмана","trail_details.length_km is missing"
"missing_length_km","medium","400","на Свободата (Шипка)
279. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","401","на Чучулигите
271. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","402","на балканската дива коза
243. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","403","на билките (Бродилово)
302. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","404","на здравето","trail_details.length_km is missing"
"missing_length_km","medium","405","на миньора (Росен)
308. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","406","на партизаните (историческа)
222. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","409","Разходка до Голак","trail_details.length_km is missing"
"missing_length_km","medium","41","Екопътека ""Планиница""","trail_details.length_km is missing"
"missing_length_km","medium","410","""Пътека на приказките"" – Паничище","trail_details.length_km is missing"
"missing_length_km","medium","413","Пътека ""Към царството на еделвайса""","trail_details.length_km is missing"
"missing_length_km","medium","414","Пътека на глухаря","trail_details.length_km is missing"
"missing_length_km","medium","415","Пътека на рилската иглика","trail_details.length_km is missing"
"missing_length_km","medium","416","Пътеката на Дивата коза","trail_details.length_km is missing"
"missing_length_km","medium","418","Хайдушка пътека с.Годлево – връх Равник","trail_details.length_km is missing"
"missing_length_km","medium","425","Екопътека „Торнал е Тодьо“ – с. Момчиловци","trail_details.length_km is missing"
"missing_length_km","medium","426","Изворите на река Въча – Меандрите на Буйновска река","trail_details.length_km is missing"
"missing_length_km","medium","427","Калдъръмената пътека – Рожен","trail_details.length_km is missing"
"missing_length_km","medium","431","Маршрут с. Орехово – Дяволска дупка","trail_details.length_km is missing"
"missing_length_km","medium","432","Маршрут с. Пловдивци – с. Мочура – Циганско градище – с. Пловдивци","trail_details.length_km is missing"
"missing_length_km","medium","433","Маршрут с. Рибница – крепост Козник","trail_details.length_km is missing"
"missing_length_km","medium","436","Пещера ""Голубовица 2"" с Виа Ферата","trail_details.length_km is missing"
"missing_length_km","medium","439","Смилян – с. Змиево – местност Аламушница – с. Смилян","trail_details.length_km is missing"
"missing_length_km","medium","44","Нископланинска обиколна пътека (НОП) Витоша","trail_details.length_km is missing"
"missing_length_km","medium","443","Русенски Лом","trail_details.length_km is missing"
"missing_length_km","medium","445","Екопътека ""Лаго""","trail_details.length_km is missing"
"missing_length_km","medium","449","Резерват ""Сребърна""","trail_details.length_km is missing"
"missing_length_km","medium","450","Местност Карандила – Сливен","trail_details.length_km is missing"
"missing_length_km","medium","451","Местност Тютюнлюка – Сливен","trail_details.length_km is missing"
"missing_length_km","medium","452","""Синия вир"" – Сливен","trail_details.length_km is missing"
"missing_length_km","medium","453","Хайдушка пътека гр.Сливен – Карандила – Кушбунар","trail_details.length_km is missing"
"missing_length_km","medium","457","Дяволската пътека (Борино)
11. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","458","Екопътека ""Каньона на водопадите"" - Смолян","trail_details.length_km is missing"
"missing_length_km","medium","46","Подход от кв. Бояна","trail_details.length_km is missing"
"missing_length_km","medium","461","Екопътека ""Свети дух""","trail_details.length_km is missing"
"missing_length_km","medium","462","Екопътека ""Сърница Ай""","trail_details.length_km is missing"
"missing_length_km","medium","463","Екопътека ""Трите Смолянски езера""","trail_details.length_km is missing"
"missing_length_km","medium","465","Екопътека ""Царичина""","trail_details.length_km is missing"
"missing_length_km","medium","469","Смолянски езера","trail_details.length_km is missing"
"missing_length_km","medium","47","Подход от кв. Драгалевци","trail_details.length_km is missing"
"missing_length_km","medium","471","на занаятите (Златоград)
216. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","472","на здравето (Девин)
203. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","477","Екопътека ""Параклис"" – с. Врабево","trail_details.length_km is missing"
"missing_length_km","medium","479","Екопътека ""Седмовратица""","trail_details.length_km is missing"
"missing_length_km","medium","48","Подход от кв. Княжево","trail_details.length_km is missing"
"missing_length_km","medium","480","Екопътека ""Тракийски могили""","trail_details.length_km is missing"
"missing_length_km","medium","483","Директни изкачвания на Черни връх","trail_details.length_km is missing"
"missing_length_km","medium","485","Туристическа екопътека ""Тульово""","trail_details.length_km is missing"
"missing_length_km","medium","49","Подход от м. Златни мостове","trail_details.length_km is missing"
"missing_length_km","medium","493","Боянски водопад","trail_details.length_km is missing"
"missing_length_km","medium","494","Боянско езеро","trail_details.length_km is missing"
"missing_length_km","medium","495","Драгалевци – Черни връх","trail_details.length_km is missing"
"missing_length_km","medium","497","Кладница – Селимица","trail_details.length_km is missing"
"missing_length_km","medium","498","Към Самоков","trail_details.length_km is missing"
"missing_length_km","medium","5","Екопътека до ""Първия войнишки паметник"" - с. Алдомировци","trail_details.length_km is missing"
"missing_length_km","medium","50","Подход от м. Ярема","trail_details.length_km is missing"
"missing_length_km","medium","500","към езеро Окото (Пирин)
239. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","502","Екопътека ""Пътека през вековете""","trail_details.length_km is missing"
"missing_length_km","medium","503","Резерват ""Камещица"" – ждрело ""Боазът""","trail_details.length_km is missing"
"missing_length_km","medium","506","Калоферски мегалити ""Драмовете""","trail_details.length_km is missing"
"missing_length_km","medium","507","Каменишки водопади","trail_details.length_km is missing"
"missing_length_km","medium","508","Пейката на любовта","trail_details.length_km is missing"
"missing_length_km","medium","509","Странджанска горска пътека","trail_details.length_km is missing"
"missing_length_km","medium","51","Подход от с. Бистрица","trail_details.length_km is missing"
"missing_length_km","medium","511","Вазова екопътека (Гара Бов)
3. \* Екопътека","trail_details.length_km is missing"
"missing_length_km","medium","518","Екопътека ""Тайните водопади""","trail_details.length_km is missing"
"missing_length_km","medium","519","Чипровски водопад, Екопътека Демяница","trail_details.length_km is missing"
"missing_length_km","medium","52","Подход от с. Боснек","trail_details.length_km is missing"
"missing_length_km","medium","521","Екопътека ""Мадарски конник""","trail_details.length_km is missing"
"missing_length_km","medium","53","Подход от с. Владая","trail_details.length_km is missing"
"missing_length_km","medium","54","Подход от с. Железница","trail_details.length_km is missing"
"missing_length_km","medium","55","Подход от с. Кладница","trail_details.length_km is missing"
"missing_length_km","medium","56","Подход от с. Рударци","trail_details.length_km is missing"
"missing_length_km","medium","57","Подход от с. Чуйпетлово","trail_details.length_km is missing"
"missing_length_km","medium","58","Подход от с. Ярлово","trail_details.length_km is missing"
"missing_length_km","medium","60","Среднопланинска обиколна пътека (СОП)","trail_details.length_km is missing"
"missing_length_km","medium","62","Врацата","trail_details.length_km is missing"
"missing_length_km","medium","63","Екопътека ""Тектонски грабен Калето""","trail_details.length_km is missing"
"missing_length_km","medium","65","Горска пътека на приказките","trail_details.length_km is missing"
"missing_length_km","medium","68","Исторически маршрут „Антична и средновековна Вратица”","trail_details.length_km is missing"
"missing_length_km","medium","69","Исторически маршрут „По стъпките на Ботевата чета”","trail_details.length_km is missing"
"missing_length_km","medium","7","Местност за пикник Орешак","trail_details.length_km is missing"
"missing_length_km","medium","70","Местност КАРИЕРАТА – къмпинг над с. Згориград","trail_details.length_km is missing"
"missing_length_km","medium","71","Наследствена пътека с. Очин дол","trail_details.length_km is missing"
"missing_length_km","medium","72","Познавателен маршрут „Белоглавият лешояд в ПП Врачански Балкан”","trail_details.length_km is missing"
"missing_length_km","medium","73","Познавателен маршрут „Враца – пещера Леденика”","trail_details.length_km is missing"
"missing_length_km","medium","74","Познавателен маршрут „Карст и биологично разнообразие”","trail_details.length_km is missing"
"missing_length_km","medium","75","Познавателен маршрут „Планинарство за начинаещи”","trail_details.length_km is missing"
"missing_length_km","medium","76","Спортно-туристически маршрут „Горска пътека на здравето“","trail_details.length_km is missing"
"missing_length_km","medium","8","Местност Бялата чешма – Самуилово","trail_details.length_km is missing"
"missing_length_km","medium","9","Хайдушки водопади (екопътека)","trail_details.length_km is missing"
"missing_length_km","medium","91","Екопътека ""Узана""","trail_details.length_km is missing"
"missing_length_km","medium","92","Екопътека Трявна - АИР ""Боженци""","trail_details.length_km is missing"
"missing_length_km","medium","93","Тетевенска баба","trail_details.length_km is missing"
"missing_length_km","medium","94","Дряновска екопътека","trail_details.length_km is missing"
"missing_length_km","medium","95","Екопътека Via Ferrata","trail_details.length_km is missing"
"missing_length_km","medium","96","Екопътека ""Камъка"" - Горна Оряховица","trail_details.length_km is missing"
"missing_nearest_town","medium","141","Екопътека ""Беглика""","location.nearest_town is missing"
"missing_nearest_town","medium","15","Долина на река Благоевградска Бистрица","location.nearest_town is missing"
"missing_nearest_town","medium","152","Агушеви конаци","location.nearest_town is missing"
"missing_nearest_town","medium","153","Академика","location.nearest_town is missing"
"missing_nearest_town","medium","154","Аладжа манастир","location.nearest_town is missing"
"missing_nearest_town","medium","156","Алеко","location.nearest_town is missing"
"missing_nearest_town","medium","157","Алея на билките","location.nearest_town is missing"
"missing_nearest_town","medium","158","Али ботуш","location.nearest_town is missing"
"missing_nearest_town","medium","159","Ардинци","location.nearest_town is missing"
"missing_nearest_town","medium","160","Аркутино","location.nearest_town is missing"
"missing_nearest_town","medium","161","Атанасовско езеро","location.nearest_town is missing"
"missing_nearest_town","medium","162","Баба Вида","location.nearest_town is missing"
"missing_nearest_town","medium","163","Бабин пласт","location.nearest_town is missing"
"missing_nearest_town","medium","164","Бабини Видини кули","location.nearest_town is missing"
"missing_nearest_town","medium","165","Бабско пръскало","location.nearest_town is missing"
"missing_nearest_town","medium","166","Байкушевата мура","location.nearest_town is missing"
"missing_nearest_town","medium","167","Балчик","location.nearest_town is missing"
"missing_nearest_town","medium","169","Беглик таш","location.nearest_town is missing"
"missing_nearest_town","medium","170","Беглика","location.nearest_town is missing"
"missing_nearest_town","medium","171","Беглика рали","location.nearest_town is missing"
"missing_nearest_town","medium","172","Беклемето","location.nearest_town is missing"
"missing_nearest_town","medium","173","Беласица","location.nearest_town is missing"
"missing_nearest_town","medium","174","Бели Искър","location.nearest_town is missing"
"missing_nearest_town","medium","175","Белинташ","location.nearest_town is missing"
"missing_nearest_town","medium","176","Белмекен","location.nearest_town is missing"
"missing_nearest_town","medium","177","Белоградчишки скали","location.nearest_town is missing"
"missing_nearest_town","medium","178","Биосферен резерват","location.nearest_town is missing"
"missing_nearest_town","medium","180","Бистришко бранище","location.nearest_town is missing"
"missing_nearest_town","medium","181","Бодрост","location.nearest_town is missing"
"missing_nearest_town","medium","182","Божевски водопад","location.nearest_town is missing"
"missing_nearest_town","medium","183","Божият мост","location.nearest_town is missing"
"missing_nearest_town","medium","184","Болата","location.nearest_town is missing"
"missing_nearest_town","medium","185","Ботев връх","location.nearest_town is missing"
"missing_nearest_town","medium","186","Бродилово","location.nearest_town is missing"
"missing_nearest_town","medium","187","Бузлуджа","location.nearest_town is missing"
"missing_nearest_town","medium","188","Буйновско ждрело","location.nearest_town is missing"
"missing_nearest_town","medium","189","Буная","location.nearest_town is missing"
"missing_nearest_town","medium","190","Българи","location.nearest_town is missing"
"missing_nearest_town","medium","191","Бяла река","location.nearest_town is missing"
"missing_nearest_town","medium","192","В царството на зелениката","location.nearest_town is missing"
"missing_nearest_town","medium","193","Варовитец","location.nearest_town is missing"
"missing_nearest_town","medium","194","Велека","location.nearest_town is missing"
"missing_nearest_town","medium","195","Видимско пръскало","location.nearest_town is missing"
"missing_nearest_town","medium","196","Вкаменената сватба","location.nearest_town is missing"
"missing_nearest_town","medium","197","Врабча","location.nearest_town is missing"
"missing_nearest_town","medium","198","Вратцата","location.nearest_town is missing"
"missing_nearest_town","medium","199","Врелото","location.nearest_town is missing"
"missing_nearest_town","medium","200","Вълчи камък","location.nearest_town is missing"
"missing_nearest_town","medium","201","Геопарк Искър-Панега","location.nearest_town is missing"
"missing_nearest_town","medium","202","Гложенски манастир","location.nearest_town is missing"
"missing_nearest_town","medium","203","Голяма Сюткя","location.nearest_town is missing"
"missing_nearest_town","medium","204","Горица","location.nearest_town is missing"
"missing_nearest_town","medium","205","Горна земя","location.nearest_town is missing"
"missing_nearest_town","medium","206","Градище","location.nearest_town is missing"
"missing_nearest_town","medium","207","Граматиково","location.nearest_town is missing"
"missing_nearest_town","medium","208","Двете реки","location.nearest_town is missing"
"missing_nearest_town","medium","209","Деветашка пещера","location.nearest_town is missing"
"missing_nearest_town","medium","210","Дерменка","location.nearest_town is missing"
"missing_nearest_town","medium","211","Долмените","location.nearest_town is missing"
"missing_nearest_town","medium","213","Драгоманско блато","location.nearest_town is missing"
"missing_nearest_town","medium","214","Дуранкулак","location.nearest_town is missing"
"missing_nearest_town","medium","215","Дървото на живота","location.nearest_town is missing"
"missing_nearest_town","medium","216","Дяволски мост","location.nearest_town is missing"
"missing_nearest_town","medium","217","Дяволското гърло","location.nearest_town is missing"
"missing_nearest_town","medium","227","Етрополски водопад","location.nearest_town is missing"
"missing_nearest_town","medium","228","Жеравна","location.nearest_town is missing"
"missing_nearest_town","medium","229","Златна Панега","location.nearest_town is missing"
"missing_nearest_town","medium","230","Златни пясъци","location.nearest_town is missing"
"missing_nearest_town","medium","231","Златните мостове","location.nearest_town is missing"
"missing_nearest_town","medium","232","Златолист","location.nearest_town is missing"
